number_id,name,province,published_at_date,review_text,rating,sentiment
21060,Pantai Citepus,Jawa Barat,2023-05-17T14:22:05,Pedagang seberang musholla itu kasih harga nya getok dan pengamen nya banyak buat gk nyaman,1,Negative
21061,Pantai Citepus,Jawa Barat,2023-05-17T11:18:41,"Tlg pedagangnya ditertibkan pertama kali sy kesana ditegur sm pedagang nya gk boleh lama nongkrong nya padahal anak sy masih tidur dikursi padahal di sini sdh jajan dan anehnya bgitu sy bayar kena cas karena sy nongkrong nya lama , ini pengalaman yg bener bener tidak mengenakkan jadi males mau kesini lagi.",1,Negative
21062,Pantai Citepus,Jawa Barat,2023-04-30T00:41:37,Lautan sampah apalgi kalo pas habis lebaran,1,Negative
21063,Pantai Citepus,Jawa Barat,2023-04-27T14:52:11,Saya sangat menyukai nya,1,Positive
21064,Pantai Citepus,Jawa Barat,2022-05-21T13:38:36,Pantainya kumuh banyak sampah,1,Negative
21065,Pantai Citepus,Jawa Barat,2021-11-06T06:39:06,Pantai bagus cuman sampah nya bnyak bnget sayang skali,1,Negative
21066,Pantai Citepus,Jawa Barat,2021-03-01T11:24:02,"Mengejar ombak,pa dikejar ombak",1,Neutral
21067,Pantai Citepus,Jawa Barat,2021-01-04T15:03:05,"Cukup buat plesiran selama 1 jam aja. Jangan jadikan ini sebagai tujuan utamamu ya, apalagi jikalau adalah warga Jabodetabek. Kaya pantai di utara Bekasi, kurang terurus dan ya ala kadarnya. Kelebihannya ya gratis ajaa wkwk.",2,Negative
21068,Pantai Citepus,Jawa Barat,2020-11-08T13:33:37,Kurang menarik saat ini,1,Negative
21069,Pantai Citepus,Jawa Barat,2020-03-07T10:32:59,Parkir bus nya mahal gak sampai 1 jam aja harus bayar 150 rb,1,Negative
21070,Pantai Citepus,Jawa Barat,2020-02-26T14:16:27,Pantainya bagus cma sayang ga bisa masuk kndaraan roda 4,2,Neutral
21071,Pantai Citepus,Jawa Barat,2020-02-15T08:07:52,Kurang diperhatikan pemda setempat,2,Negative
21072,Pantai Citepus,Jawa Barat,2020-02-01T06:24:10,"Banyak pengamen,pengunjung tidak nyaman",2,Negative
21073,Pantai Citepus,Jawa Barat,2020-01-07T07:31:50,Parkir mahal sewa tikar mahal segala mahal,1,Negative
21074,Pantai Citepus,Jawa Barat,2019-12-28T07:34:15,"Kotor, pemda sudah membangun fasilitas umum, namun tidak dipelihara dengan baik",1,Negative
21075,Pantai Citepus,Jawa Barat,2019-12-23T08:27:43,"Mungkin karena dekat dengan pintu sungai menuju pantai, membuat pantai kotor dan banyak sampah. Mau berenang tidak jadi karena memunguti sampah. Bingung mau menyalahkan pemerintah setempat atau orang2 yang suka buang sampah ke sungai.",2,Negative
21076,Pantai Citepus,Jawa Barat,2019-12-04T19:06:35,Kurang bagus tidak terawat dan kotor,2,Negative
21077,Pantai Citepus,Jawa Barat,2019-09-25T11:22:35,Bukan pantai main. Pantai labuhan tepatnya,2,Neutral
21078,Pantai Citepus,Jawa Barat,2019-09-20T14:59:10,Banyak asap pembakaran,2,Negative
21079,Pantai Citepus,Jawa Barat,2019-08-02T11:06:16,"Msh sm sprt 7 thn lalu, kurang bersih
Alhamdulillah masih selamat, semoga pasca gempa tidak ada korban jiwa
Tadinya mau menginap seputaran pantai tapi karena gempa langsung balik, jam 17:30 sampai kemudian jam 19:08 langsung balik",2,Negative
21080,Pantai Citepus,Jawa Barat,2019-07-28T10:28:27,"Petunjuknyah ga jelas, jd mesti tanya tanya",1,Negative
21081,Pantai Citepus,Jawa Barat,2019-07-02T12:56:47,Baru pertama kali kesitu,2,Neutral
21082,Pantai Citepus,Jawa Barat,2019-01-06T01:46:59,Pantainya indah namun terlalu banyak sampah,2,Negative
21083,Pantai Citepus,Jawa Barat,2019-06-03T16:35:58,Pantai yang cukup bagus di daerah palabuhanratu,2,Positive
21084,Pantai Citepus,Jawa Barat,2019-05-03T12:47:24,Yang belum pernah silahkan datang,2,Positive
21085,Pantai Citepus,Jawa Barat,2019-02-20T22:07:34,sekarang panatai sepi penjual kopi pun sepi...,2,Negative
21086,Pantai Citepus,Jawa Barat,2018-12-30T14:02:31,Pantainya bagus cuma sampanhnya saja,2,Neutral
21087,Pantai Citepus,Jawa Barat,2018-12-23T23:17:03,Tempat wisata di pesisir pantai selatan sukabumi,2,Neutral
21088,Pantai Citepus,Jawa Barat,2018-10-22T09:27:12,tidak menyenangkan karena ke wc nya bayar,1,Negative
21089,Pantai Citepus,Jawa Barat,2018-09-21T03:44:56,I like it pantai citepus,1,Positive
21090,Pantai Citepus,Jawa Barat,2018-06-28T02:30:43,Lumayan bagus cuman ombaknya berbahaya.,2,Negative
21091,Pantai Citepus,Jawa Barat,2018-05-13T06:26:08,parkir dan tempat makan mahal toilet aja 10rb...,1,Negative
21092,Pantai Citepus,Jawa Barat,2018-04-29T05:07:02,tringat saat jalan sama mantan pacar saya,1,Neutral
21093,Pantai Citepus,Jawa Barat,2018-04-16T07:56:48,Disayangkan tdk dilengkapi wc,2,Negative
21094,Pantai Citepus,Jawa Barat,2018-03-06T02:20:14,Lumayan bagus tempat nyah,1,Positive
21095,Pantai Citepus,Jawa Barat,2018-03-04T08:22:26,Entahlah tapi mrnurut aku pantai nya kotor gak terawat banyak sampah di mana2  ,2,Negative
21096,Pantai Citepus,Jawa Barat,2018-03-03T01:01:18,pantai yg cukup indah ...tapi sayang air nya sangat kotor,2,Neutral
21097,Pantai Citepus,Jawa Barat,2018-02-04T13:43:26,Pantainy sudah abrasi...gak enak,1,Negative
21098,Pantai Citepus,Jawa Barat,2018-01-20T10:40:11,Tak terawat banyak bangunan pinggir pantai yg jebol,2,Negative
21099,Pantai Citepus,Jawa Barat,2018-01-10T05:32:13,"Pantainya kurang bersih. Tidak cocok untuk anak anak yg ingin bermain dipinggir pantai.
Untuk pemandangan dari atas gunung sih mantap. Termauk perjalanan via jalur baru simoang loji rute yg memangkas jarak tempuh dan medan yg lumayan extreme..",2,Negative
21100,Pantai Citepus,Jawa Barat,2017-12-05T15:44:02,Pelabuhanratu indah sekali banyak pemandangan yang indahh,1,Positive
21101,Pantai Citepus,Jawa Barat,2017-11-17T11:32:31,Tempatnya enak terbuka dan sejuk,2,Positive
21102,Pantai Citepus,Jawa Barat,2017-10-05T15:22:01,Indah dan sejuk tp sampah nya msh dmn2,1,Negative
21103,Pantai Citepus,Jawa Barat,2017-08-29T15:51:02,Pengelolanya ga konsekwen...,1,Negative
21104,Pantai Citepus,Jawa Barat,2017-07-13T11:28:58,Kurang indah suasana nya,2,Negative
21105,Pantai Citepus,Jawa Barat,2017-07-04T00:52:00,"Terlalu banyak pedagang kaki lima. Sehingga tidak bisa berfoto dan melihat pemandangan dengan karena terhalangi. Parkir lumayan mahal, serta diminta parkir juga ketika keluar jalan raya.",1,Negative
21106,Pantai Citepus,Jawa Barat,2017-06-29T10:33:28,"Untuk pemandangan nya sih bagus tapi sampanya itu berserakan dimana mana, dan saya juga mencium bau air kencing",2,Negative
21107,Pantai Citepus,Jawa Barat,2017-03-18T09:44:08,Banyak pasangan anak muda yang berbuat tidak pantas.,2,Negative
21108,Pantai Citepus,Jawa Barat,2016-12-26T02:57:55,Hemm.. Terlalu komersil,2,Negative
21109,Pantai Citepus,Jawa Barat,2016-07-16T04:17:59,Anda bisa sewa vila htel di pantei citepus bisa bikin acara di rumah tahan gempa,2,
21110,Pantai Minajaya,Jawa Barat,2025-04-04T09:14:18,12 ribu perorang bukan permobil.... WOWWW,1,Negative
21112,Pantai Minajaya,Jawa Barat,2024-08-06T07:43:16,"Nyesel datang ke sini, sangat mengecewakan belum turun kendaraan balik lagi pas sampai pos tukang karcis (Abang"" kacamata) pergi pura"" ngecek Tanki bensin disaat melihat kendaraan kami pergi kembali",1,Negative
21113,Pantai Minajaya,Jawa Barat,2024-04-13T06:34:14,"Pungutan mahal, sampah numpuk
Terjadi 2x pungutan, ditengah pejalanan ke pantai dan tidak jauh dari situ, terjadi lagi pungutan ke 2, yaitu gerbang pantai...
Dengan petugas seragam yg berbeda.. dengan mobil berpenumpang 5 orang aj, wow amazing banget biaya nya.. tidak sebanding dengan pemeliharaan kebersihan & fasilitas tempat umum nya..
Semoga menjadi perhatian untuk perbaikan selanjutnya..",1,Negative
21114,Pantai Minajaya,Jawa Barat,2023-04-24T08:55:02,"Tolong ketika kondisi rame, pungli nya dikondisikan !!
Sudah bayar retribusi tanpa kupon, didalam nya masih ada pungli kebersihan segala.. padahal gw masih warga sekitar",1,Negative
21115,Pantai Minajaya,Jawa Barat,2019-12-31T03:35:58,Masih banyak pungli yg ada di pantai mina jaya,1,Negative
21116,Pantai Minajaya,Jawa Barat,2019-12-04T14:31:57,"Sisi pantai karang, di depan warung2 di sisi pantai nya banyak bgt sampah.. Mana pas kesana musim ujan, jd kaya apalah bentuknyaa becek.. Banyak bgt sampah. Jauh2 dr tangerang kecewa yg di dapat. Semoga nantinyaa bisa diperbaiki",2,Negative
21117,Pantai Minajaya,Jawa Barat,2019-07-07T23:43:38,Nyaman air ga susah kl mau solat,1,Positive
21118,Pantai Minajaya,Jawa Barat,2019-06-09T11:36:34,"Lokasi kurang tertata rapih, banyak sampah di sepanjang bibir pantai, jalan di lokasi yang kurang bagus, tempat ngopi dan bakar ikan lumayan banyak sih. Penginapan yang sangat sederhana tersedia, cuma fasilitas AC dan TV tidak ada.",1,Negative
21119,Pantai Minajaya,Jawa Barat,2019-04-02T12:29:26,"Pemandangannya indah, suasanya nyaman...",1,Positive
21120,Pantai Minajaya,Jawa Barat,2019-02-07T01:43:51,Wisata pantai tidak terkelola dg baik,2,Negative
21121,Pantai Minajaya,Jawa Barat,2018-12-27T15:30:13,pantai nya kurang bagus dan jalan masuk ke pantai nya jelek di tambah banyak sampah...,2,Negative
21122,Pantai Minajaya,Jawa Barat,2018-12-17T14:09:13,"Masih banyak banget orang Yang tidak sadar lingkungan, buang sampah sembarangan, tempat yang bagus jadi banyak sampah berserakan..... Pantai minajaya gak recommended place lah... Kotor",2,Negative
21123,Pantai Minajaya,Jawa Barat,2018-12-04T11:00:44,Masih sepi kurang banyak pengunjung,1,Neutral
21124,Pantai Minajaya,Jawa Barat,2018-07-17T14:40:32,"Belum ada penginapan
Tapi juara ikan bakar lautnya",2,Positive
21125,Pantai Minajaya,Jawa Barat,2017-09-01T13:22:34,G bagus banyak sampah dan tulang ikan bekas orang makan,1,Negative
21126,Pantai Minajaya,Jawa Barat,2017-02-24T09:42:56,Keren bnget mina jayaaa..,1,Positive
21127,Pantai Minajaya,Jawa Barat,2016-02-25T11:10:41,"Kg ada cerita... kn kmpung istri sy. Seangot hati aja klo mau k laut.
indah banget si tuk cuci mats",1,Positive
21128,Pantai Minajaya,Jawa Barat,2015-06-20T07:20:03,"Seru sekali,tdk ada 2 ya",2,Positive
21129,Pantai Pasir Putih Pangandaran,Jawa Barat,2022-05-04T23:42:58,"Guide nya kurang bersahabat, tolong perbaiki. Mestinya di goa alami dipasang lampu biar ga seram dan lebih menarik. Ini mah serem banget",2,Negative
21130,Pantai Batu Hiu,Jawa Barat,2025-05-09T04:04:11,"Pemandangan yah cukup lah, taman batu hui sudah mulai tidak terurus, banyak sampah belum dibersihkan taman tidak seindah awal.
Tiket 20rb/orang klo lama ok lah klo cuman bentar ga worth it.
Apalagi parkir, klo cuman 30mnt-1jam 10rb, ga jelas banget, mana tukang parkir cuman minta duit doang bantu nyebrangin kendaraan aja gada kemauan tolol banget.
Tolong diperbaiki lagi untuk pengelola...",2,Negative
21131,Pantai Batu Hiu,Jawa Barat,2025-03-29T06:30:07,Parkir mahal sekali. Cuman sebentar bayar 10rb.,1,Negative
21132,Pantai Batu Hiu,Jawa Barat,2024-07-07T12:50:52,Parkir motor 5k padahal cuma mau poto2 aja ga nyampe sejam. Ini nih yg bikin wisatawan pada males ke pnd.,1,Negative
21133,Pantai Batu Hiu,Jawa Barat,2022-02-05T07:25:25,"Pantai lumayan bagus untuk dinikmati tapi da beberapa hal yg harus diperbaiki dan ditindak tegas:
1. Peduli lindungi tidak dipergunakan dengan baik. Hanya sebagai pajangan saja.
2. Sampah masih berserakan, padahal sudah bayar tiket masuk yang didalamnya sudah termasuk retribusi persampahan. Saya tidak melihat ada petugas kebersihan yang bekerja. Hanya ada tukang parkir.
3. Parkir didalam harus bayar lagi 5.000 padahal retribusi perparkiran sudah masuk dalam tiket. Bukan masalah 5000 nya tapi kita harus bisa hilangkan budaya pungli yg sudah mengakar hingga ke lapisan masyarakat terutama di tempat wisata seperti ini. Diharap pengelola bisa menindak tegas dan pengunjung juga bisa protes karena ditagih lagi uang parkir.
Sayang sekali kalau potensi seperti ini tapi image jadi buruk karena apa yg sudah dibayar oleh pengunjung tidak terlihat sama sekali.",2,Negative
21134,Pantai Batu Hiu,Jawa Barat,2020-11-05T10:42:27,Apakah masuk ke sinih bayar?,1,Neutral
21135,Pantai Batu Hiu,Jawa Barat,2018-09-19T14:17:23,"Tidak melihat sesuatu yg menarik, mungkkn karena ombaknya besar",1,Negative
21136,Pantai Batu Hiu,Jawa Barat,2018-07-02T00:50:36,Wudhu mau solat bayar & parkir ilegal,2,Negative
21137,Pantai Batu Hiu,Jawa Barat,2017-07-23T04:04:33,"Banyak orang kampung dan norak kesini, jadi gak asik nih tempat..... kalangan kasta rendahan. Mendingan ke Bali deh",2,Negative
21138,Pantai Kejawanan,Jawa Barat,2025-05-11T09:07:33,Kecewa karena bayar parkirnya 2x,1,Negative
21139,Pantai Kejawanan,Jawa Barat,2025-04-14T00:17:44,Susah buang air fasilitas mck tidak memadai,2,Negative
21140,Pantai Kejawanan,Jawa Barat,2025-04-08T06:15:15,tempat nya bagus tapi kenyaman nya kurang masa tempat untuk duduk tidak boleh sama orang sewa tikarnya di atur atur dan banyak tempat yang sudah di tikar padahal tidak orang beda sama kaya yang di indramayu banyak pantai tapi tidak seperti kejawanan di kejawanan pengalaman terburuk kepantai,1,Negative
21141,Pantai Kejawanan,Jawa Barat,2025-04-07T05:55:33,"Sudah beda jauh dari yg dulu, skrg kotor & kumuh, kecewa",1,Negative
21142,Pantai Kejawanan,Jawa Barat,2025-02-09T07:15:32,"Brisik bangett, orang gk bakal terhibur... niat ke pantai tu mau berlibur, bukan mau dengerin orang karaoke gajelassss!!!mending gk usah ada musik musikk lahh!!",1,Negative
21143,Pantai Kejawanan,Jawa Barat,2025-01-11T05:44:43,Asli sih ke sini bikin kecewa...kalo pantai buat anak2 okelah gak ada masalah...cuma pasilitas wc mampet air gak ada...,2,Negative
21144,Pantai Kejawanan,Jawa Barat,2025-01-01T07:36:24,"Parah., parkir ga jelas, becek. Pantai hutan bakau berlumpur.
Pengelola hanya mikir untung saja tanpa mikirin fasilitas dan kenyamanan",1,Negative
21145,Pantai Kejawanan,Jawa Barat,2024-12-29T09:01:34,"Lebih cocok disebut halaman belakang pelabuhan daripada pantai, rugi ke sini",1,Negative
21146,Pantai Kejawanan,Jawa Barat,2024-12-29T06:37:08,Fasilitas kurang memadai seperti toilet ga ada airnya.. cari musholah ga ketemu.. tiket masuk motor diminta 2 kali yang pertama di gerbang masuk 2000 yang kedua diminta lagi pas pintu masuk didalam 3000 dengan alasan tiket masuk wisata...,1,Negative
21147,Pantai Kejawanan,Jawa Barat,2022-09-28T09:53:18,"cocok untuk bawa keluarga, cuma terlalu banyak karcis, kenapa ga disatuin aja coba? susah bagi2nya? yaelahhh... tempat enak sudah bagus, warungnya juga lengkap, tempat sampah sudah banyak sekarang, tapi pintu WC bagian perempuan ada yang ga ada pintuny yang satunya pintunya susah ditutup. Tolong diperbaiki ya... bilaperlu tambah kamar mandi kayaknya semakin kedepan semakin banyak pengunjung kalau didukung fasilitas yang memadai. terus kembangkan potensi wisata pantai di Cirebon",2,Negative
21148,Pantai Kejawanan,Jawa Barat,2024-10-31T15:31:45,Masih kotor dan bebatuan,2,Negative
21149,Pantai Kejawanan,Jawa Barat,2024-10-06T03:04:08,"Parahhhhhhhhh abisssssss,,,,,
Pengunjung ribuan, tapi tempat bilas cuma 3, itu pun 1 rusak tidak bisa dipakai,,,",1,Negative
21150,Pantai Kejawanan,Jawa Barat,2024-09-20T07:28:27,"Terlalu banyak pungli parkir, jangan mau kesin, maumasuk bayar 6rb per mobil, udahmasuk bayar masuk daerah dermaga, bayarlagi 5rb,saya kira sudah termasuk parkir, ehtempat parkir bayar lagi,EDAN PUNGLI NYA BANYAK JANGAN MAU KESINI, Masuk area pinggir pantai nya bayar 5500 per orang",1,Negative
21151,Pantai Kejawanan,Jawa Barat,2024-09-08T11:39:01,"Sudah kurang nyaman karena banyak pungutannya pas masuk dimintain mau parkir dimintain terus mau masuk pake loket sekarang yg balita juga masuk itungan padahal kan pantai y kolam renang az klo dibawah 5 tahun g bayar enak bisa berendem airnya bukan air berpasir kaya dilaut,terus perahu otok2nya yg aku suka bgt udah g ada adanya pelampung",1,Negative
21152,Pantai Kejawanan,Jawa Barat,2024-08-17T15:59:07,Bayar Parkirnya Dobel2  yg pertama Ok lah sepertinya resmi dan ada nomer serinya nah parkir yg kedua dkt pintu masuk itu karcis Koprasi dan tidak ada nomor seri dan.plat kendaraan tdk d tulis . Dan jk kendaraan olang /rsk ?? Ya wassalam lps tangan semua seperti biasanya ,1,Negative
21153,Pantai Kejawanan,Jawa Barat,2024-08-12T11:50:55,Penjaga karcis & penjaga pintunya mbok yo d ajarin senyum sapa salam,2,Negative
21154,Pantai Kejawanan,Jawa Barat,2024-07-07T06:10:40,Pantainya kotor..kamar mandi tidak sangat kurang...,1,Negative
21155,Pantai Kejawanan,Jawa Barat,2024-06-18T11:40:15,"Panas, minim fasilitas publik, bayarnya berlapis2 mahal pula, viewnya biasa aja",2,Negative
21156,Pantai Kejawanan,Jawa Barat,2024-06-07T04:57:44,Sanagt panas di pagi hr..krg nya fasilitas penunjang pantai spt payung n tmp isturahat yg nyaman,2,Negative
21157,Pantai Kejawanan,Jawa Barat,2024-06-04T12:42:22,Cocoknya buat para nelayan,2,Positive
21159,Pantai Kejawanan,Jawa Barat,2024-04-30T15:01:56,"Seru tp sayang air ny keruh,g ad tmpat brteduh ny..kmr mndi buat bilas ny jg krang nyamah ngntri ny lama...",2,Negative
21160,Pantai Kejawanan,Jawa Barat,2024-04-30T01:13:08,Terlalu kebanyakan pungutan yang ga jelas,1,Negative
21161,Pantai Kejawanan,Jawa Barat,2024-04-17T10:53:23,Minim untuk berteduh,2,Negative
21162,Pantai Kejawanan,Jawa Barat,2024-04-13T14:30:11,Baru Pertama Kali Kesini Tapi Kesel Sama Tukang Parkir Yang Pungli... Dari Awal Masuk Udah Bayar Mobil 6000 Di Tengah2 di minta Lagi 5000 buat Parkiran katanya... Pas Di Dalem Masuk 5.500...... parkir punglinya Yang Ngeselin Minta Uangnya Kaya Maksa Gitu Harus Bayar Padahal Di Awal Masuk Udah Bayar Buat Mobil 6000,1,Negative
21163,Pantai Kejawanan,Jawa Barat,2024-04-13T03:39:27,"Pantai kotor banyak sampahnya, bayar parkir sampai 3x",1,Negative
21164,Pantai Kejawanan,Jawa Barat,2024-03-09T23:19:19,"Tdk sesusi xpectaasi panoramanya dan terlalu bnyk tiket  yg harus di bayar!.
Kuliner ikan lautnya terlalu mhal tarifnya..",1,Negative
21165,Pantai Kejawanan,Jawa Barat,2024-02-04T08:40:27,Masa saya wisata di usir sama pedagangnya coba yg mengelola pantai tersebut pedaganya d bina,2,Negative
21166,Pantai Kejawanan,Jawa Barat,2024-01-23T12:08:39,"Wisatanya kebanyakan
Bayar Uang:
Parkir Masuk kawasan,
Parkir Pantai,
Masuk Panti,
Pantai Kotor debu hitam kaya batu bara gitu.",1,Negative
21167,Pantai Kejawanan,Jawa Barat,2024-01-22T03:42:12,Buka tiap hari ngga yaaa...??,1,Neutral
21168,Pantai Kejawanan,Jawa Barat,2024-01-14T04:02:02,"Air bilas tidak memadai ngicirrr ,wc banyak Thai",1,Negative
21169,Pantai Kejawanan,Jawa Barat,2024-01-07T02:22:44,"Tlng untuk tempat meneduh ny di perbanyak,bnyk pengunjung mengeluh panas",1,Negative
21170,Pantai Kejawanan,Jawa Barat,2024-01-06T11:21:20,"Wah.. sekarang dikelola sama koperasi karyawan PT.

Jadi semua di duitin.

Masuk pintu gerbang depan 6000, trus parkir 4000 (lahan parkir yang disediakan tidak lebih baik dari kandang bebek per awal tahun 2024.
Per orang ada HTM nya 5500( include asuransi katanya)
Perahu mini 25.000

Padahal cuma mau naek perahu wisata aja biar bisa ngerasain ombak agak tengah gitu...

Saran saya neh. Parkir motor atau mobil aja, trus ngga usah masuk lewat gerbang HTM. Langsung aja lewat jalur sebelah nya. Langsung naik perahu wisata, bilang aja sama tukang parkir atau satpam yang jaga gerbang portal, Cuma bayar 15k/orang. Bonusnya bisa ke pantai GRATIS tanpa HTM.",1,Negative
21171,Pantai Kejawanan,Jawa Barat,2023-12-18T10:21:01,"Tempat duduknya gak ada payungnya, pas cuaca panas gak ada tempat buat berteduh
Terus sewa tiker mahalnya minta ampun",2,Negative
21172,Pantai Kejawanan,Jawa Barat,2023-12-14T15:08:12,"terakhir k kejawanan pas lebaran suasananya enak wlopun rame.

hari ini sy kstu lagi, ga nyaman banget sama pedagang yang nawarin smpe 10x lebih. klo beli cm d 1 pedagang, pedagang lain omongan ny ga enak. dah mah nawarin d kuping banget kaga kelar2. pdhl sgtu sy udh beli dagangannya 2x. msh aja ribut..",2,Negative
21173,Pantai Kejawanan,Jawa Barat,2023-11-13T11:37:20,"Ada biaya masuk lokasi untuk mobil, terus pas mau parkir diminta bayar lagi, terus pas jalan kaki mau masuk pantai harus bayar tiket lagi",2,Negative
21174,Pantai Kejawanan,Jawa Barat,2023-10-22T03:57:39,"Sangat tidak Nyaman!!
Udah tiap masuk bayar, fasilitas hambar!
Tempat neduh pengujung tidak disediakan.",1,Negative
21175,Pantai Kejawanan,Jawa Barat,2023-08-05T23:01:21,Mengecewakan dateng jauh jauh buat liat sunrise tapi ngk bisa. Masuk baru bisa jam 06.00 ya jelas udah ngk bisa liat sunrise,1,Negative
21176,Pantai Kejawanan,Jawa Barat,2023-08-05T23:00:25,"Mau liat sunrise tapi pantai baru buka jam 06.00, jelas waktu masuk pantai udh ngk dpt sunrise. Kl mau masuk harus nunggu jam 06.00 pas",1,Negative
21177,Pantai Kejawanan,Jawa Barat,2023-08-05T23:00:15,"Sangat mengecewakan pelayanan promosi ada sunrise, dah jauh2 keluarkan biaya transportasi sampai tempatnya belum buka.mengecewakan",1,Negative
21178,Pantai Kejawanan,Jawa Barat,2023-08-05T22:59:26,"Saya hanya mau menikmati sunrise.. tp blm jam 6 pagi pengelola tdk mau membuka gerbang.. buat apa di promosikan bisa melihat sunrise di pantai kejawaaan klu akses
Pantai tdk bagus.
Satpam tdk Ramah ..
MEBYEBAKAN

Tidak perlu promosi sunrise atau sunset (DOSA)
SANGAT SANGAT MENGECEWAKAN",1,Negative
21179,Pantai Kejawanan,Jawa Barat,2023-08-04T01:17:22,Wisata kelautan memang sangat menjanjikan begitu jg dengan saya Ratu.yenny marlianti mencoba usaha kuliner nasi uduk ROSE dan Surabi goreng unyil harga murah dgn d/a.Mandalangan no.21 Rt.01Rw.02 Kel.Kesepuhan Cirebon rumah kediaman Ratu.Ully Djulaecha almarhumah ibu saya.,1,
21180,Pantai Kejawanan,Jawa Barat,2023-07-28T06:56:24,"Pelayanan perahunya jelek banget sumpah. Dibikin kesel sama tukang perahu, adik saya yang masih SD naik perahu udh bayar diawal. awalnya didampingi trus minta nyoba dayung sendiri tp ga diawasi, alhasil pas kebawa angin ketengah gelapakan sendiri. Minta tolong emang-emang perahu yg lain pada gamau mungkin bukan pegangannya dia nyari tukang perahu yg tdi dibayar gaada abis dikasih uang MH pergi.
Giliran komplain ke yg nunggu"" perahu baru tukangnya datang itu juga lama bgt, pas datang juga malah ngasih arah2an belok kanan belok kiri, kesel bgt maunya dilayani diawasi bukannya dikasih arahan belok kanan belok kiri ya kita sih bukan orang laut kita sih awam takut kena ombak sedikit juga panik.",1,Negative
21181,Pantai Kejawanan,Jawa Barat,2023-07-18T16:38:44,"wisata tidak jelas, buka terlalu siang, mengecewakan sangat",1,Negative
21182,Pantai Kejawanan,Jawa Barat,2023-06-18T10:47:55,"Kepentingan untuk ""pengamatan bulan"" tidak boleh masuk dikarenakan jam operasional sudah tutup",1,Negative
21183,Pantai Kejawanan,Jawa Barat,2023-06-17T10:20:28,"ini objek wisata paling ga jelas, jam buka berubah2, lebih.baik tidak dipromosikan sebagai objek wisata",1,Negative
21184,Pantai Kejawanan,Jawa Barat,2023-06-10T12:36:48,"Masih banyak sampah, dan area bermain sempit",2,Negative
21185,Pantai Kejawanan,Jawa Barat,2023-06-09T23:28:03,"kalau dulu kami bersepeda bisa menikmati sunrise di pantai Kejawanan, sekarang malah jadi spt ikan asin baru boleh masuk saat matahari udah terik. dan pembatasan2 gak jelas, ada yg boleh masuk di awal pagi, ada orang umum yg boleh bebas masuk ke area laut ke sebelah lain, yg lain gak boleh hanya boleh ke area wisata",1,Negative
21186,Pantai Kejawanan,Jawa Barat,2023-06-05T06:39:55,"Sampah bertebaran di mana mana. Petugas parkir yang tidak ramah.
Ngejer sunrise ga bisa. Nunggu sunset keburu suruh pulang.",1,Negative
21188,Pantai Kejawanan,Jawa Barat,2023-05-14T01:00:02,Tiga kali bayar tapi tempatnya buruk,1,Negative
21189,Pantai Kejawanan,Jawa Barat,2023-04-29T02:07:14,Mau nanya min...kejawanan udah buka blom ya....,1,Neutral
21190,Pantai Kejawanan,Jawa Barat,2023-04-25T00:01:22,"Tolong untuk pengelola toilet di tambah pengunjung ribuan toilet cuma 6 buah
Air bilas juga minim
Stok air harus di banyakin
Arena pasir di tambah karena anak kecil ekspetasinya kesitu
Bayar parkir 3x...",1,Negative
21191,Pantai Kejawanan,Jawa Barat,2023-04-24T06:04:03,"Tidak tempat istirahat yang layak..pantai kotor,parkir mahal",2,Negative
21192,Pantai Kejawanan,Jawa Barat,2023-04-17T15:06:34,"Pantai seharusnya memberikan ketenangan, pemutaran musiknya kurang cocok untuk suasana pantai. Bahkan sangat mengganggu sekali bagi orang yang ingin mencari ketenangan dipantai.",1,Negative
21193,Pantai Kejawanan,Jawa Barat,2023-02-24T00:43:56,Terlalu banyak pungutan liar,1,Negative
21194,Pantai Kejawanan,Jawa Barat,2023-01-14T10:10:20,"Untuk tukang parkir, sikap dan omongannya dijaga! Udah 2x mampir kesitu malah dibikin emosi sama tukang parkirnya!!",1,Negative
21195,Pantai Kejawanan,Jawa Barat,2023-01-14T09:59:19,Pantainya kotor.. Petugas parkirnya tidak ramah.. Saya sebagai pengunjung tidak Terima di marahin pada saat parkir,1,Negative
21196,Pantai Kejawanan,Jawa Barat,2023-01-12T18:23:03,"Ribet masuknya kebanyakan tiket bayar melulu,  pas masuk awal bayar trus pas pertengahan bayar lg udh gtu masuk pantai hrus bayar. huftt..
Pas udh sampai dilokasi kirain iya baguss karna udh di renovasi , gtau biasa ajah, mendingan pantai kejawanan yg dulu.. sblm di renovasi banyak tempat untuk nongkrong nya.. lebih asyikk",1,Negative
21197,Pantai Kejawanan,Jawa Barat,2023-01-01T07:21:32,"Tidak lebih baik dari yg lama, pedagang kiosnya bikin kecewa. Bawel, galak, ga ramah. Padahal udh beli banyak di kiosnya, tp ga liat giliran beli satu pop mie di tempat lain makan di kiosnya di omong yang engga2. Kang parkir doang yang ramah ",1,Negative
21198,Pantai Kejawanan,Jawa Barat,2022-12-28T08:08:10,"Toilet nya kurang banyak,
Mau pipis ngantri lama bgt",2,Negative
21199,Pantai Kejawanan,Jawa Barat,2022-12-26T06:19:20,Seperti bukan pantai ,2,Negative
21200,Pantai Kejawanan,Jawa Barat,2022-12-26T03:37:28,Senin selasa libur???? Hadeuuhhh,2,Negative
